Código;DESCRIÇÃO;Saldo ideal;Und.;Origem;1º bimestre;2º bimestre;3º bimestre;4º bimestre;5º bimestre;6º bimestre;TOTAL;desc red;;;;;;;;;;;;;;;;;;;
91126;"EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS, TIPO GRAVITACIONAL, ESTÉRIL. Aplicação: administração soluções parenterais. Características adicionais: Apirogênico, com ponta perfurante que permita conexão segura e facilite a introdução em recipientes de soluções sem risco de desconectar durante o uso, com protetor adequado; com câmara gotejadora transparente e flexível, com filtro  que impeça a passagem de ar ao término da infusão da solução gravitacional, que não permita vazamento em suas junções, com tubo gotejador no interior da mesma que assegure que 20 gotas sejam equivalentes a 1 ml e comprimento mínimo de 40 mm; tubo transparente flexível, atóxico, com comprimento mínimo de 1,20m, com regulador de fluxo tipo rolete que garanta perfeito controle de gotejamento; injetor lateral valvulado com uso livre de agulhas em sistema fechado, acionado por conectores luer slip ou luer lock reversível, livre de látex; conector distal tipo \'luer-lock\' giratório, que permita perfeita adaptação aos dispositivos de acesso venoso , que possibilite a  realização do priming sem a desconexão do protetor do cone e tampa protetora de fácil remoção. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. ";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS;;;;;;;;;;;;;;;;;;;
91127;"EQUIPO FOTOPROTETOR MICROGOTAS PARA INFUSÃO DE SOLUÇÕES PARENTERAIS, TIPO GRAVITACIONAL, ESTÉRIL. Aplicação: administração de drogas fotosensíveis. Material: PVC âmbar atóxico. Características Adicionais: Apirogênico, com ponta perfurante que permita conexão segura e facilite a introdução em recipientes de soluções sem risco de desconectar durante o uso, com protetor adequado; com câmara gotejadora com filtro, transparente e flexível, com comprimento mínimo de 40 mm, que não permita vazamento em suas junções, com tubo gotejador no interior da mesma que assegure que 60 microgotas sejam equivalentes a 1 ml. Entrada de ar com filtro bacteriológico. Tubo flexível, atóxico, com comprimento mínimo de 1,20m, com regulador de fluxo tipo rolete que garanta perfeito controle de gotejamento; injetor lateral com membrana autocicatrizante, livre de látex,  com conector distal tipo \'luer-lock\' giratório, que permita perfeita adaptação aos dispositivos de acesso venoso, com tampa protetora de fácil remoção. Acompanhado de capa para proteção do frasco. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa.";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO FOTOPROTETOR MICROGOTAS PARA INFUSÃO DE SOLUÇÕES PARENTERAIS;;;;;;;;;;;;;;;;;;;
91128;CURATIVO DE HIDROCOLOIDE, MED. 10 X 10CM(MAIS OU MENOS 1CM)ESTERIL, COM PARTE INTERNA FORMADA POR NO MINIMO 02(DOIS)...;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO DE HIDROCOLOIDE;;;;;;;;;;;;;;;;;;;
91129;EQUIPO PARA TRANSFUSÃO DE SANGUE, ESTÉRIL. Características Adicionais: com conexão para bolsa com filtro e câmara dupla. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO PARA TRANSFUSÃO DE SANGUE;;;;;;;;;;;;;;;;;;;
91130;EQUIPO PARA TRANSFUSÃO DE SANGUE USO PEDIÁTRICO, ESTÉRIL. Aplicação: para transfusão de sangue. Características Adicionais: filtro câmara graduada 100/150 ml sem agulha. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO PARA TRANSFUSÃO DE SANGUE USO PEDIÁTRICO;;;;;;;;;;;;;;;;;;;
91131;"CURATIVO HIDROCOLÓIDE 15 CM x 15 CM, ESTÉRIL
CURATIVO HIDROCOLÓIDE, Tamanho/Capacidade: 15 x 15 cm, Características Adicionais: camada interna composta por hidrocolóide, que proporcione ambiente úmido facilitando a cicatrização, com camada externa composta por poliuretano, impermeável a líquidos e microrganismos, Processo De Esterilização: estéril, Forma De Apresentação: placas embaladas individualmente, Prazo de validade: 75% do prazo total de validade do produto, Unidade De Estoque: unidade (UN), Código SES: 091131, Unidade De Fornecimento: unidade, Aplicação: manutenção do meio úmido / Estimulação da angiogênese / Não aderência à ferida / Desbridamento autolítico e manutenção de temperatura, Material: composto de hidrocolóides e camada externa de poliuretano.";R$ 46.400,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.600,00;R$ 3.600,00;CURATIVO HIDROCOLÓIDE 15 CM x 15 CM;;;;;;;;;;;;;;;;;;;
91133;EQUIPO PARENTERAL FOTOPROTETOR PARA BOMBA DE INFUSÃO, ESTÉRIL. Aplicação: administração de soluções com princípio ativo fotossensível. Características adicionais: equipo específico para bomba infusora Infusomat B.BRAUN. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO PARENTERAL FOTOPROTETOR PARA BOMBA DE INFUSÃO;;;;;;;;;;;;;;;;;;;
91136;CURATIVO DE ALGINATO E CARBOXIMETILCELULOSE EM RECIPIENTE AQUOSO TB OU BS DE 10 A 85 G (RECO EM G);R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO DE ALGINATO E CARBOXIMETILCELULOSE;;;;;;;;;;;;;;;;;;;
91137;CURATIVO DE ALGINATO DE CÁLCIO 10 CM x 10 CM, ESTÉRIL.  Aplicação: controle de excesso de exsudato, desbridante, hemostasia. Material: Alginato de cálcio derivado de algas marinhas. Características adicionais: não aderente, com alta capacidade de absorção de exsudato. Apresentação: embalado individualmente. Unidade de Estoque: unidade (UN). Código SES: 091137. BR226687;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO DE ALGINATO DE CÁLCIO 10 CM x 10 CM;;;;;;;;;;;;;;;;;;;
91139;CURATIVO DE ALGINATO DE CÁLCIO 10 CM x 20 CM, ESTÉRIL. Aplicação: controle de excesso de exsudato, desbridante, hemostasia. Material: Alginato de cálcio derivado de algas marinhas. Características adicionais: não aderente, com alta capacidade de absorção de exsudato. Apresentação: embalado individualmente;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO DE ALGINATO DE CÁLCIO 10 CM x 20 CM;;;;;;;;;;;;;;;;;;;
91149;GLUTARALDEIDO SOLUÇÃO, Características: concentração de 20 mg/ml.  Forma De Apresentação: solução 20 mg/ml em frasco, Unidade De Fornecimento: litro. Capaz de esterilizar o equipamento em no máximo 60 minutos.;R$ 50.000,00;LT;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;GLUTARALDEIDO SOLUÇÃO;;;;;;;;;;;;;;;;;;;
91158;FAIXA DE ESMARCH 12CMX200CM ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FAIXA DE ESMARCH 12CMX200CM ;;;;;;;;;;;;;;;;;;;
91160;CURATIVO COM CARVÃO ATIVADO E PRATA 10,5 CM x 10,5 CM, ESTÉRIL. Aplicação: Controle de infecção da ferida. Material: Composto de uma manta externa de não tecido e uma camada interna de carvão ativado impregnado com ions de prata. Características adicionais: selado em toda sua extensão para que não haja extravasamento de carvão. A;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO COM CARVÃO ATIVADO E PRATA 10;;;;;;;;;;;;;;;;;;;
91162;CURATIVO COM CARVÃO ATIVADO E PRATA 10,5 CM x 19,5 CM, ESTÉRIL. Aplicação: Controle de infecção da ferida. Material: Composto de uma manta externa de não tecido e uma camada interna de carvão ativado impregnado com ions de prata. Características adicionais: selado em toda sua extensão para que não haja extravasamento de carvão. Apresentação: embalado individualmente. Unidade de Estoque: unidade (UN). Código SES: 091162.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO COM CARVÃO ATIVADO E PRATA 10;;;;;;;;;;;;;;;;;;;
91164;HIPOCLORITO DE SODIO SOL. 100 A 120 MG/ML EM CLORO GALAO 20 L/TAMPA DISPOSITIVO P/SAIDDA DE GASES (NCM 2828.90.11);R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;HIPOCLORITO DE SODIO SOL;;;;;;;;;;;;;;;;;;;
91165;SERINGA HIPODERMICA DE INSULINA DESCARTAVEL 0,5ML (50U) COMAGULHA FIXA 12,7 X 0,33MM.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SERINGA HIPODERMICA DE INSULINA DESCARTAVEL 0;;;;;;;;;;;;;;;;;;;
91169;SERINGA HIPODERMICA DESCARTAVEL 10ML C/ AGULHA 25X7 OU 25X8;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SERINGA HIPODERMICA DESCARTAVEL 10ML C/ AGULHA 25X7 OU 25X8;;;;;;;;;;;;;;;;;;;
91170;SERINGA HIPODERMICA DESCARTAVEL 20ML C/AGULHA 25X8 OU 30X8;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;SERINGA HIPODERMICA DESCARTAVEL 20ML C/AGULHA 25X8 OU 30X8;;;;;;;;;;;;;;;;;;;
91179;MANDRIL P/INTUBACAO ADULTO, CONFECCIONADO EM METALDE FÁCIL MANUSÉIO, REVESTIDO;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;MANDRIL P/INTUBACAO ADULTO;;;;;;;;;;;;;;;;;;;
91180;ABAIXADOR DE LINGUA CONVENCIONAL EM MADEIRA, PACOTE COM 100 UND. Material: madeira na cor natural, Características Adicionais: formato convencional, superfície lisa e sem rebarbas, bordas arredondadas e bem acabadas, descartável. Embalagem plástica ou similar que garanta proteção ao produto até o momento do uso, Apresentação: pacote com 100 unidades, Unidade De Estoque: pacote ( PCT ), Código SES: 091180. BR348807;R$ 49.851,50;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 148,50;R$ 0,00;R$ 148,50;ABAIXADOR DE LINGUA CONVENCIONAL EM MADEIRA;;;;;;;;;;;;;;;;;;;
91182;CONJUNTO PARA NEBULIZAÇÃO COMPLETO ADULTO, NÃO ESTÉRIL. Aplicação: terapia por inalação, Material: polietileno e polipropileno atóxico. Características Adicionais: Conjunto composto por máscara compatível com tamanho adulto, maleável, anatômica, que não exale odor desagradável. Copo nebulizador com capacidade 15ml, resistente, transparente, adaptável a mascara em sistema de encaixe. Tubo extensor com comprimento de 1,5m, transparente, flexível, adaptável em uma das extremidades ao copo nebulizador e outra extremidade ao ponto de oxigênio, que permita perfeita adaptação. Apresentação: embalagem individual acondicionado em caixas. Unidade De Estoque: conjunto (CJ), Código SES: 091182. ;R$ 50.000,00;CJ;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CONJUNTO PARA NEBULIZAÇÃO COMPLETO ADULTO;;;;;;;;;;;;;;;;;;;
91183;"ESPÁTULA DE AYRES EM MADEIRA NÃO ESTÉRIL. Aplicação: coleta de material endocervical. Material: madeira. Características Adicionais: confeccionada em madeira lisa, isenta de rebarbas, com superfícies devidamente acabadas, formato convencional. Embalagem plástica com 100 unidades acondicionados em caixa. Unidade De Estoque: pacote (PCT). Código SES: 091183.BR0244715
";R$ 50.000,00;PC;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ESPÁTULA DE AYRES EM MADEIRA NÃO ESTÉRIL;;;;;;;;;;;;;;;;;;;
91191;"TORNEIRA DESCARTÁVEL COM TRÊS VIAS, ESTÉRIL. Aplicação: para ampliação da via de acesso venoso. Características: dividida em corpo e núcleo; o corpo da peça em plástico cristal deve possuir três vias com duas extremidades tipo luer lock e uma tipo macho com tampa; o núcleo em plástico opaco colorido deve possuir perfurações e o movimento de permitir ou bloquear o fluxo de líquidos através de movimento giratório da manopla, deve conter setas claramente visíveis na sua superfície indicando a liberação do fluxo; em tamanho padrão; que apresente perfeita adaptação aos dispositivos de infusão, não apresentando vazamento. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa.  ";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TORNEIRA DESCARTÁVEL COM TRÊS VIAS;;;;;;;;;;;;;;;;;;;
91197;FERULA METALICA C/16MM LARG.X 1M COMP., DE ALUMINIO E ESPUMA.;R$ 50.000,00;MT;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FERULA METALICA C/16MM LARG;;;;;;;;;;;;;;;;;;;
91198;FERULA METALICA C/19MM LARG.x1M COMP., DE ALUMINIO E ESPUMA.;R$ 50.000,00;MT;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FERULA METALICA C/19MM LARG;;;;;;;;;;;;;;;;;;;
91204;FILTRO BARREIRA HIDRÓFOBO ADULTO, ESTÉRIL. Aplicação: para retenção de vírus/bactérias. Características Adicionais: auto umidificadores para adaptação circuito de traquéia AVPM, 2 membranas diferenciadas, descartável, compatibilidade saída capnografia, volume corrente de 150 a 1000ml, componente tubo extensor corrugado flexível,conexão universal. Unidade De Estoque: unidade (UN). Código SES: 091204.;R$ 46.600,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 3.400,00;R$ 0,00;R$ 0,00;R$ 3.400,00;FILTRO BARREIRA HIDRÓFOBO ADULTO;;;;;;;;;;;;;;;;;;;
91205;FILTRO BARREIRA HIDROFOBO P/RETENCAO DE VIRUS/BACTERIA AUTO UMIDIFICADORES P/ADAPTACAO CIRCUITO TRAQUEIA AVPM PEDIATRICO;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FILTRO BARREIRA HIDROFOBO;;;;;;;;;;;;;;;;;;;
91206;CURATIVO BOTA DE UNNA 7,6CM x 9M (+ ou - 1 cm), NAO ESTERIL. Aplicação: tratamento de úlceras vasculares venosas e edema linfático. Material: bandagem flexível com aproximadamente 70% de poliéster e 30% de algodão, impregnada com pasta de óxido de zinco, podendo ter adição de acácia, glicerina, óleo de rícino (ou óleo de castor) e petrolato branco. Características Adicionais: rolo, não estéril. Apresentação: embalado individualmente. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO BOTA DE UNNA 7;;;;;;;;;;;;;;;;;;;
91207;CURATIVO DE HIDROFIBRA, ESTERIL. Composição: carboximetilcelulose associada à prata, estéril, não aderente. Tamanho: 15x15cm. Apresentação: embalagem individual.;R$ 10.580,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 29.520,00;R$ 0,00;R$ 0,00;R$ 9.900,00;R$ 39.420,00;CURATIVO DE HIDROFIBRA;;;;;;;;;;;;;;;;;;;
91220;CURATIVO NÃO ADERENTE COM PETROLATUM 7,6 CM x 152,4 CM, ESTÉRIL. Aplicação: proteção do leito da ferida e proteção de área doadora de enxerto. Material: tela em tecido de malha de acetato de celulose impregnada com emulsão de petrolatum, estéril. Apresentação: rolo embalado individualmente. Unidade de Estoque: unidade (UN). Código SES: 091220.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CURATIVO NÃO ADERENTE COM PETROLATUM 7;;;;;;;;;;;;;;;;;;;
91572;BOLSA PARA ESTOMIA ADULTO TRANSPARENTE  1 PEÇA, NÃO ESTÉRIL. Aplicação: drenagem de fezes para portadores de estomia intestinal, Material: bolsa com barreira protetora em resina sintética composta de carboximetilcelulose sódica associada à gelatina e/ou pectina, protegida por invólucro plástico silencioso, resistente e que não desprenda facilmente do conjunto. Saco coletor transparente e drenável, composto por duas películas plásticas, antiodor, atóxica, silenciosas, macias, hipoalergênica com selagem de alta resistência nas bordas, assegurando a integridade do saco e tela protetora não aderente, resistente e que não desprenda facilmente do conjunto. Tamanho/Capacidade: saco coletor com comprimento e largura mínima de 20 cm e 12 cm respectivamente. Placa protetora com diâmetro recortável entre 15 mm a 70 mm. Características Adicionais: Bolsa sistema de uma peça, com filtro antiodor acoplado, com proteção que não permita contato com líquidos e/ou efluentes, acompanhada de no mínimo 1(um) clamp para cada 10 bolsas, resistente, com pontas que não provoque lesão ao paciente, que permita perfeito fechamento da área de drenagem, sem o extravasamento de efluentes, favorecendo o manuseio e higienização da mesma, não estéril. Apresentação: acondicionadas em caixas com 10 unidades e com no mínimo 1(um) clamp para cada 10 bolsas. Unidade de Estoque: unidade (UN), Código SES: 91572.  BR0391602;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;BOLSA PARA ESTOMIA ADULTO TRANSPARENTE  1 PEÇA;;;;;;;;;;;;;;;;;;;
91574;MÁSCARA CIRÚRGICA DESCARTÁVEL. Aplicação: proteção de vias aéreas, para uso em serviços de saúde. Composição: Máscara em tecido não tecido (TNT) a base de polipropileno, em três camadas, com elemento filtrante e eficiência superior a 95% para particulas de 3,2µm, clipe nasal embutido não perfurante, sem memória, com tiras ajustáveis de amarrar. Tamanho:   mínimo 17cmx17cm aberta. Processo de esterilização: não estéril. Forma de apresentação: Unidade (UN);R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;MÁSCARA CIRÚRGICA DESCARTÁVEL;;;;;;;;;;;;;;;;;;;
92018;CAPAS DESC. PLASTICO TRANSP. P/ENVOLVIMENTO CABO OTICO E MICROCAMERA COMP. APROX. 2 METROS P/CIRURGIA VIDEOENDOSCOPICA 1.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CAPAS DESC;;;;;;;;;;;;;;;;;;;
92029;TUBO ENDOTRAQUEAL, MATERIAL PVC SILICONIZADO ATÓXICO, TAMANHO 5.0, APLICAÇÃO ORAL, CARACTERÍSTICAS ADICIONAIS CURVA PRÉ-FORMADA, TIPO CONECTOR ADAPTÁVEL,SUPERFÍCIE LISA, TRANSMITÂNCIA LINHA RADIOPACA DE PONTA A PONTA, COMPONENTES BALÃO DE ALTO VOLUME E BAIXA PRESSÃO, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, EMBALAGEM INDIVIDUAL.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL;;;;;;;;;;;;;;;;;;;
92033;TUBO ENDOTRAQUEAL, MATERIAL PVC SILICONIZADO ATÓXICO, TAMANHO 7.0, APLICAÇÃO ORAL, CARACTERÍSTICAS ADICIONAIS CURVA PRÉ-FORMADA, TIPO CONECTOR ADAPTÁVEL,SUPERFÍCIE LISA, TRANSMITÂNCIA LINHA RADIOPACA DE PONTA A PONTA, COMPONENTES BALÃO DE ALTO VOLUME E BAIXA PRESSÃO, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, EMBALAGEM INDIVIDUAL.;R$ 49.284,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 490,00;R$ 0,00;R$ 0,00;R$ 226,00;R$ 716,00;TUBO ENDOTRAQUEAL;;;;;;;;;;;;;;;;;;;
92034;TUBO ENDOTRAQUEAL, MATERIAL PVC SILICONIZADO ATÓXICO, TAMANHO 7,5, APLICAÇÃO ORAL, CARACTERÍSTICAS ADICIONAIS CURVA PRÉ-FORMADA, TIPO CONECTOR ADAPTÁVEL,SUPERFÍCIE LISA, TRANSMITÂNCIA LINHA RADIOPACA DE PONTA A PONTA, COMPONENTES BALÃO DE ALTO VOLUME E BAIXA PRESSÃO, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, EMBALAGEM INDIVIDUAL.;R$ 48.912,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 440,00;R$ 0,00;R$ 0,00;R$ 648,00;R$ 1.088,00;TUBO ENDOTRAQUEAL;;;;;;;;;;;;;;;;;;;
92035;TUBO ENDOTRAQUEAL, MATERIAL PVC SILICONIZADO ATÓXICO, TAMANHO 8.0, APLICAÇÃO ORAL, CARACTERÍSTICAS ADICIONAIS CURVA PRÉ-FORMADA, TIPO CONECTOR ADAPTÁVEL,SUPERFÍCIE LISA, TRANSMITÂNCIA LINHA RADIOPACA DE PONTA A PONTA, COMPONENTES BALÃO DE ALTO VOLUME E BAIXA PRESSÃO, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL, EMBALAGEM INDIVIDUAL.;R$ 47.649,50;UN;NFH;R$ 0,00;R$ 350,00;R$ 1.349,00;R$ 0,00;R$ 0,00;R$ 651,50;R$ 2.350,50;TUBO ENDOTRAQUEAL;;;;;;;;;;;;;;;;;;;
92037;TUBO ENDOTRAQUEAL COM CUFF P.V.C. 9,0MM;R$ 49.825,00;UN;NFH;R$ 0,00;R$ 175,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 175,00;TUBO ENDOTRAQUEAL;;;;;;;;;;;;;;;;;;;
92046;"TUBO ENDOTRAQUEAL SEM CUFF P.V.C. EXTRA-FLEXIVEL 2,0MM N.1-0. Descrição: Tubo em PVC especial, atóxico, siliconizado, com linha azul radiopaca, uma via, curvado anatomicamente, para assegurar a centralização da ponta no interior da traquéia. Ponta distal é biselada com angulação de 37,5; Ponta proximal com conector de 15 mm (universal); a indicação do diâmetro está no corpo do tubo, que também é graduado; O diâmetro varia de 1,0 a 11,0 mm. Marca PORTEX, pois esta cânula é mais flexível e maleável. A marca indicada serve apenas como referência para cotação devendo o produto cotado ter desempenho igual ou superior.
A vencedora deverá apresentar";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL SEM CUFF P;;;;;;;;;;;;;;;;;;;
92055;TUBO ENDOTRAQUEAL SEM CUFF P.V.C. EXTRAFLEXIVEL 2,5MM.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL SEM CUFF P;;;;;;;;;;;;;;;;;;;
92056;TUBO ENDOTRAQUEAL SEM CUFF P.V.C. EXTRA-FLEXIVEL 3,0MM. De;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL SEM CUFF P;;;;;;;;;;;;;;;;;;;
92057;TUBO ENDOTRAQUEAL SEM CUFF P.V.C. EXTRA-FLEXIVEL 3,5MM;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL SEM CUFF P;;;;;;;;;;;;;;;;;;;
92058;TUBO ENDOTRAQUEAL SEM CUFF P.V.C. 4,0MM;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;TUBO ENDOTRAQUEAL SEM CUFF P;;;;;;;;;;;;;;;;;;;
92071;Cânula para traqueostomia material polivinil flexível, formato ponta arredondada, tamanho 10, características adicionais balão de baixa pressão, tipo estéril e descartável;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia material polivinil flexível;;;;;;;;;;;;;;;;;;;
92075;Cânula para traqueostomia, material polivinil flexível, formato ponta arredondada, tamanho 6, características adicionais balão de baixa pressão, tipo estéril e descartável. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92077;Cânula para traqueostomia, material polivinil flexível, formato ponta arredondada, tamanho 7, características adicionais balão de baixa pressão, tipo estéril e descartável. ;R$ 50.000,00;AMP;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92078;Cânula para traqueostomia, material polivinil flexível, formato ponta arredondada, tamanho 7,5, características adicionais balão de baixa pressão, tipo estéril e descartável. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92079;CANULA P/TRAQUEOSTOMIA COM CUFF P.V.C. 8,0MM N. 34. CUFF DE ALTO VOLUME E BAIXA PRESSÃO, CILÍNDRICO EM MATERIAL MALEÁVEL DE ALTA QUALIDADE MOLDÁVEL À TRAQUEIA QUANDO AQUECIDO À TEMPERATURA CORPÓREA (TERMOSSENSÍVEL). OBTURADO ARREDONDADO ESPECIAL PARA MINIMIZAR TRAUMAS DURANTE A INSERÇÃO.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CANULA P/TRAQUEOSTOMIA COM CUFF P;;;;;;;;;;;;;;;;;;;
