Entradas; 2.786.847,51 ;Empenhado;R$ 2.786.847,50;;Saldo;;R$ 0,00;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;Nº de processo SEI;Responsável;Cotação;Item;CÓDIGO;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;Qtd. S;Empresa;Qtd. A; V. unitário ;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
542/2020;NFH;24/11/2020;00060-00510418/2020-69;Jefferson;788/2020;1;90528;3;X;X;FITOMENADIONA (VITAMINA K) SOLUÇAO INJETAVEL INTRA-MUSCULAR 10 MG/ML AMPOLA 1 ML;AMP;200;*CANCELADO;;; R$-   ;01/12/2020;;;;;;;6;Única proposta com valor abaixo do faturamento mínimo indicado. ;;;;;FITOMENADIONA (VITAMINA K) SOLUÇAO INJETAVEL INTRA-MUSCULAR 10 MG/ML AMPOLA 1 ML
543/2020;NFH;24/11/2020;00060-00510550/2020-71;Jefferson;789/2020;1;90564;2;X;X;GLICONATO DE CALCIO SOLUÇAO INJETAVEL 100 MG/ML AMPOLA 10 ML;AMP;400;CIENTÍFICA (700617);400; R$ 1,8775 ; R$751,00 ;27/11/2020;139237;27/11/2020;01/12/2020;08/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;GLICONATO DE CALCIO SOLUÇAO INJETAVEL 100 MG/ML AMPOLA 10 ML
544/2020;NFH;24/11/2020;00060-00510627/2020-11;Jefferson;790/2020;1;91108;1;X;X;"COMPRESSA CAMPO OPERATORIO 45CM x 50CM NAO ESTERIL PACOTE COM 50 UND. Aplicação: absorção de fluídos e sangue em cavidade cirúrgica. Material: 100 % algodão. Características Adicionais: com alça de algodão, 04 camadas sobrepostas, cor branca, acabamento com auréola e bainha em overlock, com ausência de branco óptico, de amido, de sujidade e de fiapos, pesando, no mínimo, 35 gramas por compressa; deve oferecer absorção imediata de fluídos e sangue, deve permitir lavagem, secagem e esterilização com o mínimo de encolhimento, mantendo o padrão de qualidade que permita o uso. Embalagem plástica que garanta proteção ao produto durante transporte até o momento do uso. Apresentação: pacote plástico com 50 unidades. Unidade De Estoque: pacote (PCT). Código SES: 091108. BR0270013";PC;10;DISTRIBUIDORA BRASIL (701810);10; R$ 65,5800 ; R$655,80 ;03/12/2020;134592;04/12/2020;07/12/2020;08/12/2020;.PASS 22/12;;6;pcm 91cursos financeiros;;;;;COMPRESSA CAMPO OPERATORIO 45CM x 50CM
545/2020;NFH;24/11/2020;00060-00510973/2020-91;Jefferson;791/2020;1;92425;1;X;X;SERRA DE GIGLI ACO INOX 500MM;UN;30;ÉTICA (703252);30; R$ 18,0000 ; R$540,00 ;27/11/2020;1177;03/12/2020;04/12/2020;08/12/2020;.PASS 22/12;;6;unm 92cursos financeiros;;;;;SERRA DE GIGLI ACO INOX 500MM
550/2020;NFH;25/11/2020;00060-00515749/2020-95;Robson;792/2020;1;36048;5;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO P, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades. ;UN;30.000;MEDLIVE (701879);5.000; R$ 0,8117 ; R$4.058,50 ;15/12/2020;;;;;;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA P
550/2020;NFH;25/11/2020;00060-00515749/2020-95;Robson;792/2020;2;36169;6;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO M, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;30.000;SUPERMÉDICA (702730);20.000; R$ 0,8090 ; R$16.180,00 ;15/12/2020;105190;16/12/2020;17/12/2020;21/12/2020;.PASS 22/12;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA M
550/2020;NFH;25/11/2020;00060-00515749/2020-95;Robson;792/2020;3;36052;5;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO G, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;30.000;SUPERMÉDICA (702730);5.000; R$ 0,8300 ; R$4.150,00 ;15/12/2020;105190;16/12/2020;17/12/2020;21/12/2020;.PASS 22/12;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA G
184/2020;NUAL;13/11/2020;00060-00494373/2020-78;Robson;793/2020;1;201158;7;X;X;SAPATILHA DESCARTÁVEL. Material: polipropileno antiderrapante, Características Adicionais: gramatura mínima de 40g/m², resistente, com acabamento elástico que permita bom ajuste e cobertura completa do calçado até o tornozelo. Tamanho com aproximadamente 35 cm de comprimento por 20 cm de altura. Embalagem com 50 pares (100 unidades). Unidade de estoque: par (PAR). Unidade de fornecimento: par.;PR;20.000;WINNER (3979);20.000; R$ 0,6000 ; R$12.000,00 ;18/12/2020;;;;;;;6;prm 20cursos financeiros;;;;;SAPATILHA DESCARTÁVEL
548/2020;NFH;26/11/2020;00060-00512962/2020-45;Robson;794/2020;1;91122;2;X;X;"EQUIPO INTERMEDIÁRIO 2 VIAS, 15 CM (+/-2CM), ESTÉRIL. Aplicação: duplicador de vias acessos aos dispositivos de administração de soluções parenterais. Material: PVC atóxico. Características adicionais: descartávelm, com conectores que encaixe com perfeição em equipos, seringas, etc, com protetores adequados que garantam a esterilidade do produto, com corta fluxo em todas as vias que não permita passagem de líquido quando totalmente fechado; com tubo plástico, atóxico, com boa flexibilidade, transparente e diâmetro do tubo uniforme nas duas vias, com conector distal que proporcione encaixe perfeito em agulhas, catéteres, etc, e com protetor.  Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso";UN;4.000;ÉTICA (703252);2.000; R$ 0,7100 ; R$1.420,00 ;10/12/2020;1186;16/12/2020;17/12/2020;21/12/2020;.PASS 22/12;;6;unm 91cursos financeiros;;;;;EQUIPO INTERMEDIÁRIO 2 VIAS
547/2020;NFH;26/11/2020;00060-00512912/2020-68;Robson;795/2020;1;34534;7;X;X;"EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS, TIPO GRAVITACIONAL,INJETOR LATERAL MEMBRANA AUTO CICATRIZANTE. Aplicação: administração soluções parenterais. Características adicionais: Apirogênico, com ponta perfurante que permita conexão segura e facilite a introdução em recipientes de soluções sem risco de desconectar durante o uso, com protetor adequado; com câmara gotejadora transparente e flexível, com filtro de partículas 15 micra, entrada de ar com filtro hidrófobo e bacteriológico, que não permita vazamento em suas junções, com tubo gotejador no interior da mesma que assegure que 20 gotas sejam equivalentes a 1 ml; tubo transparente flexível, atóxico, com comprimento mínimo de 1,20m, com regulador de fluxo tipo rolete que garanta perfeito controle de gotejamento; injetor lateral com membrana autocicatrizante ou válvula Needle-Free, livre de látex; conector distal tipo 'luer-lock' giratório, que permita perfeita adaptação aos dispositivos de acesso venoso. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa. ";UN;6.000;CAPITAL MEDH (703518);6.000; R$ 0,7500 ; R$4.500,00 ;10/12/2020;942;11/12/2020;12/12/2020;17/12/2020;.PASS 22/12;;6;unm 34cursos financeiros;;;;;EQUIPO SIMPLES PARA INFUSÃO DE SOLUÇÕES PARENTERAIS
548/2020;NFH;26/11/2020;00060-00512872/2020-54;Robson;796/2020;1;91092;4;X;X;COLETOR DE URINA SISTEMA FECHADO, ESTÉRIL COM DISPOSITIVO DE COLETA. Aplicação: drenagem de urina através de uma sonda vesical. Tamanho/Capacidade: 2000 ml,  tubo conector com no mínimo 105 cm de comprimento. Características Adicionai: coletor com um dos lados transparente, resistente, sem vazamentos com gravação de 100/100 ml, graduação em um dos cantos para pequenos volumes até 100 ml, válvula anti refluxo,       ***tubo conector protegido para sonda com diâmetro interno igual ou superior a 0,5 cm***      , pinça ajustável ao longo do tubo, local para coleta de amostra distante no mínimo 20 cm do conector para sonda, suporte rígido e ajustável para fixação da bolsa ao leito, tubo de drenagem inferior com tampa e pinça regulável que não permita vazamento e com adaptador para fixação e proteção na parte central posterior à bolsa, estéril. Apresentação: embalagem individual. Unidade de Estoque: unidade (un), Código SES: 91092. BR0419371;UN;500;SUPERMÉDICA (702730);300; R$ 3,5400 ; R$1.062,00 ;10/12/2020;104648;11/12/2020;12/12/2020;17/12/2020;.PASS 22/12;;6;unm 91cursos financeiros;;;;;COLETOR DE URINA SISTEMA FECHADO
552/2020;NFH;01/12/2020;00060-00517344/2020-91;Robson;797/2020;1;90111;8;X;X;MIDAZOLAM SOLUÇAO INJETAVEL 15 MG AMPOLA 3 ML ;AMP;1.000;CRISTÁLIA (114);1.000; R$ 4,1400 ; R$4.140,00 ;10/12/2020;2828767;16/12/2020;22/12/2020;22/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;MIDAZOLAM SOLUÇAO INJETAVEL 15 MG AMPOLA 3 ML 
192/2020;NUAL;01/12/2020;00060-00517812/2020-28;Robson;798/2020;1;15141;1;X;X;"BACIA EM AÇO INOXIDÁVEL, Aplicação: recipientes de liquidos em geral, capacidade  de 3100 ml, medindo aproximadamente 32 cm de diâmetro, borda de 07 cm de altura;Material: Aço inoxidável AISI Características adicionais: A peça deverá apresentar um bom acabamento superficial e ser adequada ao trabalho a que se destina. O material deverá ter tratamento térmico integral, a fim de atingir a dureza e a flexibilidade adequada a um perfeito desempenho. O peso deverá ser o menor possível e o polimento isento de buracos ou defeitos superficiais que possam provocar manchas ou corrosão. Cada peça deverá ter uma gravação a laser com clara identificação do fabricante e código/lote de identificação da data de fabricação, iniciais da instituição (SES-DF). Embalagem individual,Processo de esterilização:Não estéril, Forma de apresentação:  Unidade, Prazo de validade:   IndeterminadoV.";UN;40;GA HOSPITALAR (703786);40; R$ 29,2000 ; R$1.168,00 ;16/12/2020;;;;;;;6;unm 15cursos financeiros;;;;;BACIA EM AÇO INOXIDÁVEL
549/2020;NFH;01/12/2020;00060-00514944/2020-06;Robson;799/2020;1;95579;1;X;X;SWAB DESCARTAVEL COM MEIO DE STUART;UN;500;LABS (703021);300; R$ 5,3600 ; R$1.608,00 ;10/12/2020;865;16/12/2020;18/12/2020;21/12/2020;.PASS 22/12;;6;unm 95cursos financeiros;;;;;SWAB DESCARTAVEL COM MEIO DE STUART
551/2020;NFH;01/12/2020;00060-00516818/2020-88;Robson;800/2020;1;92556;2;X;X;FIO DE KIRSCHNER 2,0 X 300MM. Material aço inoxidável, comprimento 300mm, diâmetro 2,0mm. Autoclavável;UN;100;*CANCELADO;;; R$-   ;;;;;;;;6;DESERTO - ,4 PUBLICAÇÕES;;;;;FIO DE KIRSCHNER 2
553/2020;NFH;01/12/2020;00060-00517380/2020-55;Robson;801/2020;1;90338;1;X;X;LEVOMEPROMAZINA SOLUCAO ORAL 4 % FRASCO 20 ML;CP;10;CRISTÁLIA (114);10; R$ 8,9800 ; R$89,80 ;10/12/2020;2824524;14/12/2020;12/12/2020;17/12/2020;.PASS 22/12;;6;cpm 90cursos financeiros;;;;;LEVOMEPROMAZINA SOLUÇÃO
193/2020;NUAL;01/12/2020;00060-00518704/2020-72;Robson;802/2020;1;562;3;X;X;DETERGENTE,Composição: ph neutro,glicerinado, Aspecto Físico: líquido, Aplicação: para pia, Características  Adicionais: Altamente Concentrado Biodegradável,ausência de    eletrolitos espessantes,Unidade De Fornecimento: frasco com 500 ml;FR;2.000;VITTAMED (702957);2.000; R$ 1,3500 ; R$2.700,00 ;14/12/2020;605;17/12/2020;22/12/2020;22/12/2020;.PASS 22/12;;6;frm 56cursos financeiros;;;;;DETERGENTE
194/2020;NUAL;01/12/2020;00060-00518708/2020-51;Robson;803/2020;1;27604;3;X;X;CORTINA HOSPITALAR: Cortina divisória hospitalar sem emendas, confeccionada em tecido Trevira 100% poliéster, com retardante de chamas para uso profissional. Possui tratamento de superfície com exclusivo processo bacteriostático que inibe o desenvolvimento de bactérias e fungos com altura de 1,75m sem emendas mais tela superior branca de 0,30m a 1m para adequação da distância do piso ao teto. Em nylon 100% com trama (interna) de 13x7mm com bordas de reforço superior e inferior, com ilhoses de latão cromado de 21mm, colocação a cada 0,15m. ;UN;97;*CANCELADO;0; R$ 178,7500 ; R$-   ;;;;;;;;6;CODIGO FOI LIBERADO, MAS NAO FOI ATIVADO.;;;;;CORTINA HOSPITALAR
557/2020;NFH;01/12/2020;00060-00521685/2020-61;Robson;804/2020;1;11087;3;X;X;IBUPROFENO COMPRIMIDO 600 MG;UN;5.000;PREMIUM (703530);3.000; R$ 0,2200 ; R$660,00 ;10/12/2020;10355;14/12/2020;15/12/2020;17/12/2020;.PASS 22/12;;6;unm 11cursos financeiros;;;;;IBUPROFENO COMPRIMIDO 600 MG
556/2020;NFH;01/12/2020;00060-00521661/2020-11;Robson;805/2020;1;90426;3;X;X;ENOXAPARINA SODICA SOLUCAO INJETAVEL 60 MG SERINGA PREENCHIDA 0,6 ML;UN;300;PRÓ SAÚDE (702918);300; R$ 27,8200 ; R$8.346,00 ;10/12/2020;48315;11/12/2020;12/12/2020;17/12/2020;.PASS 22/12;;6;unm 90cursos financeiros;;;;;ENOXAPARINA SODICA SOLUCAO INJETAVEL 60 MG SERINGA PREENCHIDA 0
555/2020;NFH;01/12/2020;00060-00521624/2020-02;Robson;806/2020;1;90261;5;X;X;DOPAMINA (CLORIDRATO) SOLUCAO INJETAVEL 5 MG/ML AMPOLA 10 ML;AMP;200;CRISTÁLIA (114);200; R$ 2,3900 ; R$478,00 ;10/12/2020;2825066;14/12/2020;15/12/2020;21/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;DOPAMINA (CLORIDRATO) SOLUCAO INJETAVEL 5 MG/ML AMPOLA 10 ML
554/2020;NFH;01/12/2020;00060-00521550/2020-04;Robson;807/2020;1;90550;9;X;X;BICARBONATO DE SODIO SOLUCAO INJETAVEL 8,4 % (1 MEQ/ML) AMPOLA 10 ML  ;AMP;400;MEDLIVE (701879);400; R$ 0,7000 ; R$280,00 ;10/12/2020;;;;;;;6;amm 90cursos financeiros;;;;;BICARBONATO DE SODIO
558/2020;NFH;04/12/2020;00060-00526396/2020-59;Robson;808/2020;1;30284;1;X;X;SUGAMADEX SÓDICO SOLUÇÃO INJETÁVEL100 MG/ML FRASCO-AMPOLA 2 ML;FA;60;*CANCELADO;; R$ 296,6500 ; R$-   ;11/12/2020;;;;;;;6;SEDE ABASTECIDA;;;;;SUGAMADEX SÓDICO SOLUÇÃO INJETÁVEL100 MG/ML FRASCO-AMPOLA 2 ML
195/2020;NUAL;07/12/2020;00060-00528951/2020-87;Clayton;809/2020;1;32783;1;X;X;CANETA DE BISTURI ELETROCIRÚRGICA AUTOCLAVAVEL. Aplicação: Cirurgias que necessitam de corte preciso e eletrocoagulação. Material: Deve possuir ranhuras no corpo para manter a firmeza e evitar deslize. Deve ter revestimento isolante e oeletrodo de inox revestido   com material termo resistente. Tamanho/capacidade: Canetamedindo 136 mm variação (+/-)  15 mm e o  eletrodo medindo 74 mm variação (+/-)  3 mm. Característica: As canetas eletrocirúrgicas, devem possuir cabo fixo no corpo da caneta, a cabeça da canetadeve ser removível para possibilitar a  troca  do eletrodo, este deve ser tipo faca, de aço inoxidável e encaixe hexagonal, permitindo um posicionamento, evitando que o mesmo saia de posição durante o uso. Acionamento de corte e coagulaçãopor botões (cores  diferentes) no corpo da caneta. Deve possuir sistema de segurança (isolamento) para evitar que líquidos entrem em contato com os sistemas elétricos.  Cabo de silicone, com três metros de comprimento, conector de três pinos para conexão com todos os tipos de equipamentos de bisturi do mercado. Devem suportar autoclavagem em temperatura de 134ºC.  Processo de Esterilização: Não estéril. Forma de apresentação: Unidade. Prazo de Validade: Indeterminado. Unidade de estoque: Unidade.;UN;60;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;CANETA DE BISTURI ELETROCIRÚRGICA AUTOCLAVAVEL.
561/2020;NFH;07/12/2020;00060-00531722/2020-40;Robson;810/2020;1;10960;5;X;X;HIPOCLORITO DE SODIO A 1% FRASCO PLASTICO ESCURO 5000 ML;FR;100;PREMIUM (703530);100; R$ 8,8800 ; R$888,00 ;17/12/2020;;;;;;;6;frm 10cursos financeiros;;;;;HIPOCLORITO DE SODIO A 1% FRASCO PLASTICO ESCURO 5000 ML
559/2020;NFH;07/12/2020;00060-00531626/2020-00;Robson;811/2020;1;91120;1;X;X;CURATIVO COM FILME TRANSPARENTE PARA CATETER VASCULAR,Aplicação: cobertura de inserção de cateter vascular, aterial: composto por película transparente, com adesivo hipoalergênico, mpermeável à água e com barreira becteriana, permeável ao oxigênio e ao vapor d`água, Tamanho/Capacidade: 10 x 12 cm (+ ou - 1 cm), Processo De Esterilização: estéril, Forma De Apresentação: embalado ndividualmente, Prazo de validade: 75% do prazo total de validade do produto, Unidade De Estoque: unidade (UM), Código SES: 091120, Unidade De Fornecimento: unidade;UN;500;APOLLO (703256);500; R$ 3,6800 ; R$1.840,00 ;16/12/2020;17243;17/12/2020;17/12/2020;21/12/2020;.PASS 22/12;;6;unm 91cursos financeiros;;;;;CURATIVO COM FILME TRANSPARENTE PARA CATETER VASCULAR
562/2020;NFH;08/12/2020;00060-00531770/2020-38;Robson;812/2020;1;90192;3;X;X;MORFINA SOLUCAO INJETAVEL 1 MG/ML AMPOLA 2 ML;AMP;50;MAFRA (703141);50; R$ 5,3700 ; R$268,50 ;17/12/2020;417377;22/12/2020;23/12/2020;23/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;MORFINA SOLUÇÃO INJETAVEL
560/2020;NFH;08/12/2020;00060-00531662/2020-65;Robson;813/2020;1;91131;1;X;X;"CURATIVO HIDROCOLÓIDE 15 CM x 15 CM, ESTÉRIL
CURATIVO HIDROCOLÓIDE, Tamanho/Capacidade: 15 x 15 cm, Características Adicionais: camada interna composta por hidrocolóide, que proporcione ambiente úmido facilitando a cicatrização, com camada externa composta por poliuretano, impermeável a líquidos e microrganismos, Processo De Esterilização: estéril, Forma De Apresentação: placas embaladas individualmente, Prazo de validade: 75% do prazo total de validade do produto, Unidade De Estoque: unidade (UN), Código SES: 091131, Unidade De Fornecimento: unidade, Aplicação: manutenção do meio úmido / Estimulação da angiogênese / Não aderência à ferida / Desbridamento autolítico e manutenção de temperatura, Material: composto de hidrocolóides e camada externa de poliuretano.";UN;200;LM FARMA (692);200; R$ 18,0000 ; R$3.600,00 ;16/12/2020;57949;18/12/2020;21/12/2020;21/12/2020;.PASS 22/12;;6;unm 91cursos financeiros;;;;;CURATIVO HIDROCOLÓIDE 15 CM x 15 CM
054/2020;NECFM;09/12/2020;00060-00538517/2020-13;Oberdan;814/2020;1;EPA01;2;;;EMENDA PARLAMENTAR DESPESA CAPITAL;Serviço;1;;;; R$-   ;;;;;;;;6;sem epcursos financeiros;;;;;0
563/2020;NFH;11/12/2020;00060-00539156/2020-14;Robson;815/2020;1;90528;3;X;X;FITOMENADIONA (VITAMINA K) SOLUÇAO INJETAVEL INTRA-MUSCULAR 10 MG/ML AMPOLA 1 ML;AMP;400;MAFRA (703141);400; R$ 1,1540 ; R$461,60 ;17/12/2020;417512;22/12/2020;22/12/2020;23/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;FITOMENADIONA (VITAMINA K) SOLUÇAO INJETAVEL INTRA-MUSCULAR 10 MG/ML AMPOLA 1 ML
564/2020;NFH;11/12/2020;00060-00539178/2020-84;Robson;816/2020;1;90592;4;X;X;SULFATO FERROSO DRAGEA 40 MG ;DG;5.000;CIENTÍFICA (700617);5.000; R$ 0,0440 ; R$220,00 ;16/12/2020;141186;17/12/2020;18/12/2020;21/12/2020;.PASS 22/12;;6;dgm 90cursos financeiros;;;;;SULFATO FERROSO DRAGEA 40 MG 
565/2020;NFH;11/12/2020;00060-00539216/2020-07;Robson;817/2020;1;90300;1;X;X;AMIODARONA (CLORIDRATO) COMPRIMIDO 200 MG;CP;500;CIENTÍFICA (700617);500; R$ 0,6380 ; R$319,00 ;16/12/2020;;;;;;;6;cpm 90cursos financeiros;;;;;AMIODARONA (CLORIDRATO) COMPRIMIDO 200 MG
566/2020;NFH;11/12/2020;00060-00539261/2020-53;Robson;818/2020;1;90313;1;X;X;INDAPAMIDA COMPRIMIDO LIBERAÇAO PROLONGADA 1,5 MG;AMP;1.000;PREMIUM (703530);1.000; R$ 0,2300 ; R$230,00 ;17/12/2020;;;;;;;6;amm 90cursos financeiros;;;;;INDAPAMIDA COMPRIMIDO LIBERAÇAO PROLONGADA 1
567/2020;NFH;11/12/2020;00060-00539293/2020-59;Robson;819/2020;1;90040;2;X;X;"CAPTOPRIL COMPRIMIDO SULCADO 25
MG";CP;1.000;DISTRIBUIDORA BRASIL (701810);1.000; R$ 0,0503 ; R$50,33 ;16/12/2020;;;;;;;6;cpm 90cursos financeiros;;;;;CAPTOPRIL COMPRIMIDO SULCADO 25
568/2020;NFH;11/12/2020;00060-00539336/2020-04;Robson;820/2020;1;90354;9;X;X;"LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
NÂO pode ser a Lactulife da Naturelife.";FR;200;APOLLO (703256);200; R$ 5,9900 ; R$1.198,00 ;16/12/2020;17244;17/12/2020;18/12/2020;21/12/2020;.PASS 22/12;;6;frm 90cursos financeiros;;;;;LACTULOSE XAROPE 667 MG/ML FRASCO 120 ML
569/2020;NFH;11/12/2020;00060-00539369/2020-46;Robson;821/2020;1;90028;5;X;X;LIDOCAINA (CLORIDRATO) GELEIA 2 % BISNAGA 30 G;BS;300;DISTRIBUIDORA BRASIL (701810);300; R$ 2,4000 ; R$720,00 ;16/12/2020;135521;17/12/2020;18/12/2020;21/12/2020;.PASS 22/12;;6;bsm 90cursos financeiros;;;;;LIDOCAINA (CLORIDRATO) GELEIA 2 % BISNAGA 30 G
570/2020;NFH;11/12/2020;00060-00540060/2020-07;Robson;822/2020;1;90070;4;X;X;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML;FR;15;DISTRIBUIDORA BRASIL (701810);15; R$ 4,6400 ; R$69,60 ;16/12/2020;;;;;;;6;frm 90cursos financeiros;;;;;VALPROATO DE SODIO XAROPE (EQUIVALENTE 250 MG/5 ML ACIDO VALPROICO) FRASCO 100 ML
571/2020;NFH;11/12/2020;00060-00540100/2020-11;Robson;823/2020;1;90207;7;X;X;PROPOFOL EMULSAO INJETAVEL 10 MG/ML AMPOLA 20 ML ;AMP;1.000;PREMIUM (703530);1.000; R$ 13,6500 ; R$13.650,00 ;17/12/2020;;;;;;;6;amm 90cursos financeiros;;;;;PROPOFOL EMULSAO INJETAVEL 10 MG/ML AMPOLA 20 ML 
572/2020;NFH;11/12/2020;00060-00540152/2020-89;Robson;824/2020;1;90011;2;X;X;FENTANILA SOLUCAO INJETAVEL 0,05 MG/ML AMPOLA 2 ML;AMP;300;SUPERMÉDICA (702730);300; R$ 2,1000 ; R$630,00 ;17/12/2020;105556;18/12/2020;21/12/2020;21/12/2020;.PASS 22/12;;6;amm 90cursos financeiros;;;;;FENTANILA SOLUCAO INJETAVEL 0
573/2020;NFH;11/12/2020;00060-00540180/2020-04;Robson;825/2020;1;8829;3;X;X;CLONAZEPAM SOLUÇÃO ORAL 2,5 MG/ML FRASCO 20 ML;FR;40;MAFRA (703141);40; R$ 2,1500 ; R$86,00 ;17/12/2020;417391;22/12/2020;22/12/2020;23/12/2020;.PASS 22/12;;6;frm 88cursos financeiros;;;;;CLONAZEPAM SOLUÇÃO ORAL 2
574/2020;NFH;11/12/2020;00060-00541521/2020-51;Clayton;826/2020;1;95273;2;X;X;PLACA PRONTA PARA USO AGAR SANGUE 90 X 15MM;UN;1.000;ATD (700657);1.000; R$ 3,1800 ; R$3.180,00 ;15/12/2020;;;;;;;6;unm 95cursos financeiros;;;;;PLACA PRONTA PARA USO AGAR SANGUE 90 X 15MM
575/2020;NFH;14/12/2020;00060-00543933/2020-25;Robson;827/2020;1;19943;1;X;X;"LUVA PARA PROCEDIMENTO NAO ESTERIL EM LATEX AMBIDESTRA TAMANHO MEDIO LIVRE DE PÓ. Uso em procedimento não estéril como proteção do profissional. Material látex íntegro. caracteristícas adicionais: ambidestra, livre de pó, devem apresentar boa resistência ao calçar, com látex íntegro, sem manchas, sem ponto de acumulo de látex. Deve estar devidamente embalada de forma a permitir o empilhamento, transporte e armazenamento, a embalagem deve conter o tamanho, o lote, a data de fabricação e de validade. 
Apresentação: embalagem contendo 100 (cem) unidades, acondicionadas em caixas.
";UN;60.000;VERA CRUZ (703207);39.200; R$ 0,8600 ; R$33.712,00 ;17/12/2020;;;;;;;6;unm 19cursos financeiros;;;;;LUVA PARA PROCEDIMENTO MEDIO
575/2020;NFH;14/12/2020;00060-00543933/2020-25;Robson;827/2020;2;19944;1;X;X;"LUVA PARA PROCEDIMENTO NAO ESTERIL EM LATEX AMBIDESTRA TAMANHO GRANDE LIVRE DE PÓ. Uso em procedimento não estéril como proteção do profissional. Material látex íntegro. caracteristícas adicionais: ambidestra, livre de pó, devem apresentar boa resistência ao calçar, com látex íntegro, sem manchas, sem ponto de acumulo de látex. Deve estar devidamente embalada de forma a permitir o empilhamento, transporte e armazenamento, a embalagem deve conter o tamanho, o lote, a data de fabricação e de validade. 
Apresentação: embalagem contendo 100 (cem) unidades, acondicionadas em caixas.
";UN;60.000;MEDLINN PRODUTOS (703463);55.500; R$ 0,9000 ; R$49.950,00 ;17/12/2020;;;;;;;6;unm 19cursos financeiros;;;;;LUVA PARA PROCEDIMENTO GRANDE
200/2020;NUAL;14/12/2020;00060-00541927/2020-33;Oberdan;828/2020;1;51453;6;X;X;GORRO DESCARTÁVEL,Material: em falso tecido, viscose poliéster ou polipropileno, Gramatura: mínima de 30g/m²,   Cor: azul ou verde, Formato: anatômico que permita ajuste perfeito à cabeça, Dimensões: mínimas de : parte central 12cm de largura, 25cm de comprimento, aba de 13cm de largura e 80cm de comprimento.;UN;20.000;CFC COMÉRCIO (704044);20.000; R$ 0,8000 ; R$16.000,00 ;24/12/2020;;;;;;;6;unm 51cursos financeiros;;;;;GORRO DESCARTÁVEL
